Pump_ID,ZCR,RMS,Spectral_Centroid,Spectral_Bandwidth,Spectral_Rolloff,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Actual_Failure,Failure_Probability,Predicted_Failure,Economic_Optimization,Maintenance_Hours,Failure_Cost,Maintenance_Cost,Risk_Weight,Expected_Failure_Loss,Expected_Net_Benefit,Benefit_Per_Hour,Condition_Severity,Condition_Severity_Normalized,Expected_Failure_Loss_Check,Expected_Net_Benefit_Check,Benefit_Per_Hour_Check,High_Risk,MILP_Selected,Maintenance_Decision,Risk_Level
683,0.0617855181709265,0.010272222,1085.8931352488114,1400.0344120564096,2278.7789536741216,-325.86438,136.52878,-7.344032,31.005772,-0.4866031,14.405008,-1.7308352,2.911979,-3.7215035,1.9730324,-1.7965219,0.13626675,0.49252743,1,0.92,1,0,4.0,69962.82050048283,7197.76923002897,1000.0,64365.79486044421,57168.02563041524,14292.00640760381,4.432088680971809,0.3992564100096568,64365.79486044421,57168.02563041524,14292.00640760381,1,1,MAINTAIN,HIGH RISK
339,0.1070225139776357,0.009822195,1696.6126847984258,1997.976456814857,3983.7260383386583,-304.50256,90.94991,13.858604,27.803177,8.618247,5.075192,-2.2445967,4.3894973,2.8204076,-1.9640932,8.904057,5.432221,-8.835638,1,0.96,1,1,4.0,66284.64343360507,6977.078606016305,1000.0,63633.257696260865,56656.179090244565,14164.044772561141,3.9274011326226943,0.3256928686721014,63633.257696260865,56656.179090244565,14164.044772561141,1,1,MAINTAIN,HIGH RISK
417,0.1348467452076677,0.009363237,1935.8092105718931,1986.9274023572625,4304.812300319489,-294.2155,84.44147,0.16928066,8.671333,-0.30519605,5.2811346,-5.1040163,1.456239,-4.2383027,2.4823186,15.595765,8.044324,-5.7528496,1,0.94,1,1,4.0,67071.89466533645,7024.3136799201875,1000.0,63047.580985416265,56023.267305496076,14005.816826374019,4.035420917111915,0.3414378933067289,63047.580985416265,56023.267305496076,14005.816826374019,1,1,MAINTAIN,HIGH RISK
476,0.1235554363019169,0.01019749,1933.0995363864051,2009.108074663755,4238.218849840256,-302.0707,77.43897,4.170995,27.318756,1.3170737,-3.2236235,-0.80089444,1.3641385,-3.272028,8.683956,16.778547,-1.3752882,-10.929727,1,0.865,1,0,6.0,73093.33849817133,7385.600309890279,1000.0,63225.7378009182,55840.13749102792,9306.689581837987,4.861631202875823,0.4618667699634266,63225.7378009182,55840.13749102792,9306.689581837987,1,1,MAINTAIN,HIGH RISK
289,0.1281449680511182,0.010284648,2018.546775287494,2050.99821522899,4530.47623801917,-298.49033,73.38002,6.336414,26.406786,5.217006,-1.8625344,-7.5835443,5.125658,-8.142912,4.8514576,17.08547,-2.4131238,-3.6848886,1,0.845,1,0,6.0,74886.55674670171,7493.193404802102,1000.0,63279.14045096294,55785.94704616084,9297.657841026807,5.107681054487212,0.49773113493403426,63279.14045096294,55785.94704616084,9297.657841026807,1,1,MAINTAIN,HIGH RISK
741,0.0638416034345047,0.010262177,1086.11513726408,1386.732463777328,2252.12160543131,-325.25656,137.87756,-8.261837,30.187256,-1.449657,13.369048,-3.8084552,2.2847304,-3.8580537,2.6115258,-1.2745316,0.6871626,0.9523803,1,0.885,1,0,6.0,70721.72512581194,7243.303507548717,1000.0,62588.72673634356,55345.42322879484,9224.23720479914,4.536218990041804,0.41443450251623887,62588.72673634356,55345.42322879484,9224.23720479914,1,1,MAINTAIN,HIGH RISK
433,0.1120597668730031,0.010835604,1980.7198148264024,2092.8013563060144,4518.670127795527,-299.34653,76.3989,9.978123,20.654543,3.7873487,4.286873,-5.057453,1.803207,-2.9580722,3.6809738,14.1736,2.9068792,-8.104168,1,0.9,1,0,4.0,67925.31864121991,7075.519118473195,1000.0,61132.78677709792,54057.267658624725,13514.316914656181,4.152520351494662,0.3585063728243982,61132.78677709792,54057.267658624725,13514.316914656181,1,1,MAINTAIN,HIGH RISK
292,0.1016639002595846,0.010001841,1694.546233263381,2026.816792959781,4013.50339456869,-310.52637,86.80547,16.412767,33.39716,13.057111,5.3588657,-0.4315098,9.323329,4.7495365,-1.8803279,10.107721,3.8713987,-14.37379,1,0.8,1,0,6.0,76886.68488009201,7613.2010928055215,1000.0,61509.34790407361,53896.14681126809,8982.691135211348,5.382121285523101,0.5377336976018403,61509.34790407361,53896.14681126809,8982.691135211348,1,1,MAINTAIN,HIGH RISK
521,0.1175307008785942,0.009650885,1802.859500441317,1994.2480227717715,4046.3258785942494,-291.0959,86.55888,3.6305964,22.645685,8.816723,10.922181,6.2941647,7.1569557,-1.306559,-0.83385015,12.705272,4.914298,-12.321073,1,0.9,1,0,4.0,67375.34030101384,7042.520418060831,1000.0,60637.80627091246,53595.28585285162,13398.821463212906,4.07705709480068,0.3475068060202769,60637.80627091246,53595.28585285162,13398.821463212906,1,1,MAINTAIN,HIGH RISK
710,0.0894256689297124,0.009348133,1373.4946861907697,1755.90415620104,2792.531948881789,-331.75632,118.36328,9.707161,1.3137834,2.6503665,5.0960226,3.958525,6.454819,0.5196045,-6.1563063,-2.91329,2.6703703,8.049997,1,0.85,1,0,6.0,71316.84108739515,7279.010465243709,1000.0,60619.31492428588,53340.30445904217,8890.050743173695,4.617875639565152,0.42633682174790294,60619.31492428588,53340.30445904217,8890.050743173695,1,1,MAINTAIN,HIGH RISK
642,0.0618369983027156,0.010458426,1070.695180900232,1388.711572255815,2220.42232428115,-326.33136,138.0797,-5.3508945,30.386227,-1.9947865,11.924596,-4.5831437,2.196545,-3.217538,2.0686853,-2.120014,0.7169392,0.14252551,1,0.855,1,0,6.0,70656.9056625659,7239.414339753953,1000.0,60411.65434149384,53172.24000173989,8862.040000289982,4.527325025614277,0.41313811325131783,60411.65434149384,53172.24000173989,8862.040000289982,1,1,MAINTAIN,HIGH RISK
510,0.1168879792332268,0.009643957,1783.1165957102137,1985.154111213592,4017.422124600639,-292.31558,87.659325,4.0601788,23.919882,10.434625,11.090535,4.070678,5.8585043,0.20964924,-1.2562993,9.015178,4.170086,-9.609005,1,0.955,1,1,4.0,62757.24330289838,6765.4345981739025,1000.0,59933.16735426795,53167.73275609405,13291.933189023512,3.4434018874412056,0.2551448660579677,59933.16735426795,53167.73275609405,13291.933189023512,1,1,MAINTAIN,HIGH RISK
297,0.1302899735423322,0.010070683,1799.864411925285,1961.5603309027824,4044.229233226837,-302.41656,87.59579,3.7883968,20.374388,5.142114,1.1239016,-2.934934,7.697314,4.405102,2.9862213,8.039274,-9.704207,-14.543168,1,0.835,1,0,6.0,71971.54331055583,7318.292598633349,1000.0,60096.23866431412,52777.94606568077,8796.324344280129,4.7077081989819165,0.43943086621111654,60096.23866431412,52777.94606568077,8796.324344280129,1,1,MAINTAIN,HIGH RISK
480,0.1041630266573482,0.010222198,1540.9752708856745,1806.1341649165176,3465.629992012779,-293.56717,102.21614,1.2624886,27.431335,9.093269,4.1105466,-5.010604,3.7772586,-2.947193,-1.6438823,7.2640753,-4.520833,-7.315886,1,0.995,1,1,2.0,59161.299957830895,6549.677997469853,1000.0,58865.49345804174,52315.81546057189,26157.907730285944,2.9499977370083528,0.18322599915661783,58865.49345804174,52315.81546057189,26157.907730285944,1,1,MAINTAIN,HIGH RISK
296,0.1255038812899361,0.01039166,1584.3240982130112,1794.1874621673253,3471.2460063897765,-286.51596,100.30066,-2.572108,28.699896,8.513431,5.211226,-2.1846886,6.217259,-2.8553252,-0.3072132,5.872954,-5.935109,-7.6265397,1,0.995,1,1,2.0,58641.845351174394,6518.510721070463,1000.0,58348.636124418525,51830.125403348065,25915.062701674033,2.8787226822338257,0.17283690702348783,58348.636124418525,51830.125403348065,25915.062701674033,1,1,MAINTAIN,HIGH RISK
346,0.0974394094448881,0.010472774,1501.4319459387298,1821.583693363578,3445.936501597444,-303.82513,101.14688,4.435798,29.557552,11.2456255,5.2124715,-4.1983943,7.532725,1.6192418,1.6513727,9.498604,-2.9939027,-6.8859572,1,0.935,1,1,4.0,62657.503125417,6759.45018752502,1000.0,58584.7654222649,51825.31523473988,12956.32880868497,3.4297164055490263,0.25315006250834005,58584.7654222649,51825.31523473988,12956.32880868497,1,1,MAINTAIN,HIGH RISK
470,0.114109612120607,0.009981701,1685.1747655168429,1909.7639362198925,3831.0952476038337,-285.1156,94.69619,4.81344,25.826185,5.43497,3.4952123,-2.8633742,3.6590908,-1.1201862,-3.2814133,5.942341,2.1285124,-9.587961,1,0.995,1,1,2.0,58173.42426376293,6490.405455825776,1000.0,57882.557142444115,51392.15168661834,25696.07584330917,2.8144500042462504,0.16346848527525853,57882.557142444115,51392.15168661834,25696.07584330917,1,1,MAINTAIN,HIGH RISK
358,0.112864728933706,0.010274921,1560.5123284306485,1783.4184793206823,3450.454273162939,-289.00696,101.37165,-2.5217624,28.12736,8.30724,5.7903337,-4.2725,5.880149,-2.2501853,-0.809001,6.4851017,-4.132425,-6.8195877,1,1.0,1,1,2.0,57274.692578982824,6436.481554738969,1000.0,57274.692578982824,50838.21102424386,25419.10551212193,2.691133839100247,0.14549385157965639,57274.692578982824,50838.21102424386,25419.10551212193,1,1,MAINTAIN,HIGH RISK
405,0.1846373926717252,0.008611221,2038.503142419465,1848.9719043975397,4109.175319488818,-283.70227,78.27872,-17.737154,12.177509,4.928581,7.098801,-7.4794507,3.689085,-1.5969093,-0.825629,7.580715,-0.045801423,-9.252673,1,0.83,1,0,4.0,69570.6506713884,7174.239040283303,1000.0,57743.64005725237,50569.40101696907,12642.350254242267,4.378278539158769,0.39141301342776796,57743.64005725237,50569.40101696907,12642.350254242267,1,1,MAINTAIN,HIGH RISK
471,0.1131127695686901,0.010151791,1671.3088726742983,1900.5629256031664,3792.9313099041537,-285.54297,95.117386,4.7374516,26.247314,6.944985,5.669984,-1.7521844,2.8322587,0.2081585,-3.344179,3.6497233,1.2935554,-8.782963,1,0.97,1,1,2.0,56823.60008963965,6409.416005378379,1000.0,55118.89208695046,48709.47608157208,24354.73804078604,2.629238841011274,0.13647200179279298,55118.89208695046,48709.47608157208,24354.73804078604,1,1,MAINTAIN,HIGH RISK
421,0.1058259909145367,0.01025686,1540.0701078808702,1781.0692375220356,3406.649361022364,-290.77792,103.179184,-1.2871733,26.323061,7.616375,4.439067,-5.897598,2.7098005,-3.3267097,0.02949218,7.759396,-1.7315189,-5.7370286,1,0.98,1,1,2.0,55964.9740271148,6357.898441626888,1000.0,54845.674546572496,48487.77610494561,24243.888052472805,2.5114256214285198,0.11929948054229594,54845.674546572496,48487.77610494561,24243.888052472805,1,1,MAINTAIN,HIGH RISK
300,0.1242277980231629,0.010409478,1582.5178615990303,1787.9008403159894,3470.4972044728434,-286.45935,100.907646,-1.6550413,28.279627,5.7630076,3.6034977,-3.6956635,4.9596286,-3.486476,-1.2825031,5.215387,-3.6837778,-6.5974994,1,0.98,1,1,2.0,55823.999775631506,6349.43998653789,1000.0,54707.51978011888,48358.07979358099,24179.039896790495,2.4920823576139135,0.1164799955126302,54707.51978011888,48358.07979358099,24179.039896790495,1,1,MAINTAIN,HIGH RISK
431,0.1155604158346645,0.0100694895,1689.1079870015385,1890.995476234714,3870.4323083067097,-280.8132,94.5325,1.7607818,25.187418,6.1701255,7.6680555,-4.263566,5.0422115,-2.446612,0.78300864,6.7459073,-0.17245191,-7.191598,1,0.99,1,1,2.0,54568.02357721234,6274.081414632741,1000.0,54022.34334144022,47748.26192680748,23874.13096340374,2.319748199459022,0.09136047154424694,54022.34334144022,47748.26192680748,23874.13096340374,1,1,MAINTAIN,HIGH RISK
352,0.1142312924321086,0.010183007,1686.405671907372,1913.9785722846832,3942.716653354632,-281.05392,96.30652,7.9287453,24.24582,2.0502038,4.183366,-6.5383825,1.4882339,-3.6093726,2.033714,8.140516,-0.5379654,-7.3863397,1,0.925,1,0,2.0,58626.612641006395,6517.596758460383,1000.0,54229.61669293092,47712.01993447053,23856.009967235266,2.8766325818907426,0.1725322528201278,54229.61669293092,47712.01993447053,23856.009967235266,1,1,MAINTAIN,HIGH RISK
430,0.1136728110023961,0.009607088,1710.0426159476133,1926.2091228200975,3919.9281150159745,-292.621,93.53204,7.486707,24.33835,6.6150403,7.6550198,-2.098294,6.7244844,-2.92597,0.8039372,3.0760088,5.070144,-6.8020587,1,0.93,1,0,2.0,56899.53606576068,6413.972163945641,1000.0,52916.56854115744,46502.5963772118,23251.2981886059,2.6396581168979973,0.13799072131521353,52916.56854115744,46502.5963772118,23251.2981886059,1,1,MAINTAIN,HIGH RISK
343,0.1132141698282747,0.010180357,1708.495999736774,1912.1063253112236,3949.5307507987222,-281.15146,93.83455,4.094047,24.872074,4.9705586,7.675482,-3.5525455,4.608964,-2.6644206,-1.1088972,4.2527375,-2.3990302,-7.307536,1,0.96,1,1,2.0,54835.07032141486,6290.104219284892,1000.0,52641.66750855826,46351.56328927337,23175.781644636685,2.3563900370257436,0.09670140642829707,52641.66750855826,46351.56328927337,23175.781644636685,1,1,MAINTAIN,HIGH RISK
457,0.1109896041333865,0.010200753,1589.195307451644,1814.5674979467435,3562.200479233227,-288.15717,99.621086,-0.91930044,27.101519,7.7766232,6.591783,-2.9929283,5.175402,-1.9702936,-0.82630515,4.385499,-5.582561,-7.7984395,1,0.925,1,0,2.0,56764.23383221819,6405.8540299330925,1000.0,52506.91629480183,46101.062264868735,23050.531132434367,2.6210931181795756,0.13528467664436392,52506.91629480183,46101.062264868735,23050.531132434367,1,1,MAINTAIN,HIGH RISK
